id,name,position,team
17589,Grady Jarrett,[u'DT'],Atl
13843,Marcus Sherels,[u'CB'],Min
15555,Josh Bellamy,[u'WR'],Chi
12714,Jerraud Powers,[u'CB'],Bal
13992,Marcell Dareus,[u'DT'],Buf
15087,Jeremy Lane,[u'CB'],Sea
9597,Jay Cutler,[u'QB'],Mia
9721,Rob Ninkovich,"[u'LB', u'EDR']",NE
11424,Ahtyba Rubin,[u'DT'],Sea
14014,Terrell McClain,[u'DT'],Wsh
15794,D.J. Hayden,[u'CB'],Det
17627,Quandre Diggs,[u'CB'],Det
17825,Xavien Howard,[u'CB'],Mia
17902,Derrick Kindred,[u'S'],Cle
14032,Torrey Smith,[u'WR'],Phi
14939,Dontari Poe,[u'DT'],Atl
13233,Tyson Alualu,[u'DE'],Pit
15939,B.W. Webb,[u'CB'],Chi
17691,Eli Harold,"[u'DE', u'LB', u'EDR']",SF
15350,Valentino Blake,[u'CB'],NYG
14164,Aldrick Robinson,[u'WR'],SF
17861,Austin Hooper,[u'TE'],Atl
13779,Frank Zombo,"[u'LB', u'EDR']",KC
13965,Adrian Clayborn,"[u'DE', u'EDR']",Atl
15064,Cam Johnson,"[u'DE', u'EDR']",Cle
17875,Justin Simmons,[u'S'],Den
15921,Kenjon Barner,[u'RB'],LAC
13662,Bryan Walters,[u'WR'],Jax
16008,Kemal Ishmael,[u'LB'],Atl
17954,Cory James,[u'LB'],Oak
12692,Clinton McDonald,[u'DT'],TB
17389,Denico Autry,[u'DT'],Oak
17833,A'Shawn Robinson,[u'DT'],Det
18009,Jamie Meder,[u'DT'],Cle
16026,Quinton Patton,[u'WR'],NYJ
9606,Tamba Hali,"[u'LB', u'EDR']",KC
17599,Bud Dupree,"[u'LB', u'EDR']",Pit
17850,Maliek Collins,[u'DT'],Dal
17869,C.J. Prosise,[u'RB'],Sea
15845,Justin Hunter,[u'WR'],Pit
17222,TJ Carrie,[u'CB'],Oak
17947,Jakeem Grant,[u'WR'],Mia
16781,Paul Richardson,[u'WR'],Sea
15235,Tashaun Gipson,[u'S'],Jax
16367,Darryl Morris,[u'CB'],Ind
16779,Josh Huff,[u'WR'],TB
17776,Shaquil Barrett,"[u'LB', u'EDR']",Den
17838,Su'a Cravens,[u'S'],Wsh
10462,Leon Hall,[u'CB'],NYG
13995,Kelvin Sheppard,[u'LB'],NYG
12537,Jared Cook,[u'TE'],Oak
5432,Tramon Williams Sr.,[u'CB'],Ari
11269,Brandon Flowers,[u'CB'],LAC
13262,NaVorro Bowman,[u'LB'],SF
17899,Antonio Morrison,[u'LB'],Ind
12570,Darrius Heyward-Bey,[u'WR'],Pit
14987,Tyrone Crawford,"[u'DT', u'EDR']",Dal
18068,Ed Reynolds II,[u'S'],Cle
14186,Jordan Todman,[u'RB'],NYJ
9530,John Kuhn,[u'RB'],NO
11467,Justin Forsett,[u'RB'],Den
17905,Rashard Robinson,[u'CB'],SF
16002,Kyle Juszczyk,[u'RB'],SF
16786,Richard Rodgers,[u'TE'],GB
18020,Quinton Dunbar,[u'CB'],Wsh
11920,Leger Douzable,[u'DT'],SF
12895,Steve McLendon,[u'DT'],NYJ
14048,Justin Houston,"[u'LB', u'EDR']",KC
15850,Bennie Logan,[u'DT'],KC
15912,Bacarri Rambo,[u'S'],Buf
16718,Darqueze Dennard,[u'CB'],Cin
17454,Ibraheim Campbell,[u'S'],Cle
17642,Anthony Chickillo,"[u'LB', u'EDR']",Pit
17989,Dwayne Washington,[u'RB'],Det
15980,Levine Toilolo,[u'TE'],Atl
17895,Tyler Ervin,[u'RB'],Hou
14583,Kamar Aiken,[u'WR'],Ind
15983,Cobi Hamilton,[u'WR'],Pit
15802,Star Lotulelei,[u'DT'],Car
17841,T.J. Green,[u'S'],Ind
9643,Devin Hester,[u'WR'],Sea
17890,Ricardo Louis,[u'WR'],Cle
18089,Chester Rogers,[u'WR'],Ind
18007,Bryce Callahan,[u'CB'],Chi
17863,Kendall Fuller,[u'CB'],Wsh
15896,Brice Butler,[u'WR'],Dal
13214,James Starks,[u'RB'],GB
14403,Andre Holmes,[u'WR'],Buf
17916,Matthew Judon,"[u'LB', u'EDR']",Bal
14198,Dion Lewis,[u'RB'],NE
18031,Erik Swoope,[u'TE'],Ind
17626,Aaron Ripkowski,[u'RB'],GB
10492,Justin Durant,[u'LB'],Dal
11373,Jacob Tamme,[u'TE'],Atl
13257,Nate Allen,[u'S'],Mia
15009,Alfred Morris,[u'RB'],Dal
17396,Adrian Phillips,[u'S'],LAC
15848,Eddie Lacy,[u'RB'],Sea
17451,Craig Mager,[u'CB'],LAC
12445,Sen'Derrick Marks,[u'DT'],Jax
9603,Chad Greenway,[u'LB'],Min
13977,Cameron Heyward,[u'DT'],Pit
14519,Josh Bynes,[u'LB'],Ari
15086,Corey White,"[u'CB', u'S']",NYJ
17971,Elandon Roberts,[u'LB'],NE
18019,Anthony Harris,[u'S'],Min
18102,Keith Reaser,[u'CB'],SF
18114,Cre'Von LeBlanc,[u'CB'],Chi
15391,Rod Streater,[u'WR'],Buf
13989,Corey Liuget,[u'DT'],LAC
14937,Shea McClellin,"[u'LB', u'EDR']",NE
17295,Ethan Westbrooks,"[u'LB', u'DE', u'EDR']",LAR
17868,Javon Hargrave,[u'DT'],Pit
17280,Cassius Marsh,"[u'DE', u'EDR']",Sea
15501,Bobby Rainey,[u'RB'],Bal
15979,Jordan Poyer,[u'S'],Buf
5564,Daryl Smith,[u'LB'],TB
10031,Tony Dewayne McDaniel,[u'DT'],NO
12437,Paul Kruger,[u'LB'],NO
12442,Ziggy Hood,[u'DT'],Wsh
13963,Jimmy Smith,[u'CB'],Bal
14943,Morris Claiborne,[u'CB'],NYJ
15016,Trevin Wade,[u'CB'],Bal
15842,Duron Harmon,[u'S'],NE
17574,Eric Rowe,[u'CB'],NE
17803,Sheldon Rankins,[u'DT'],NO
17824,Chris Jones,[u'DT'],KC
14904,Ladarius Green,[u'TE'],Pit
17137,Jeff Janis,[u'WR'],GB
12674,Rashad Johnson,[u'S'],Ten
15785,Ezekiel Ansah,"[u'DE', u'EDR']",Det
17791,Jude Adjei-Barimah,[u'CB'],TB
16760,Jimmy Garoppolo,[u'QB'],NE
15964,A.J. Klein,[u'LB'],NO
17167,Corey Brown,[u'WR'],Buf
15091,Randy Bullock,[u'K'],Cin
15904,Landry Jones,[u'QB'],Pit
17305,DaQuan Jones,[u'DT'],Ten
13412,Robert McClain,[u'CB'],TB
13984,Robert Quinn,"[u'LB', u'EDR']",LAR
17701,Damien Wilson,[u'LB'],Dal
17835,Jarran Reed,[u'DT'],Sea
18106,Peyton Barber,[u'RB'],TB
10463,Michael Griffin,[u'S'],Car
13422,Arthur Moats,"[u'LB', u'EDR']",Pit
13997,Brooks Reed,"[u'DE', u'EDR']",Atl
14202,Pernell McPhee,"[u'LB', u'EDR']",Chi
17849,Carl Nassib,"[u'DE', u'EDR']",Cle
18052,Jordan Taylor,[u'WR'],Den
18100,Tommylee Lewis,[u'WR'],NO
17434,Bryce Petty,[u'QB'],NYJ
17883,Chris Moore,[u'WR'],Bal
13238,Patrick Robinson,[u'CB'],Phi
13457,Eugene Sims,[u'DE'],LAR
16028,Quinton Dial,[u'DT'],SF
9709,Domata Peko,[u'DT'],Den
11334,Tyvon Branch,[u'S'],Ari
15305,Kelcie McCray,[u'S'],Sea
15564,Brittan Golden,[u'WR'],Ari
17234,Jaylen Watkins,[u'S'],Phi
17751,Bennie Fowler,[u'WR'],Den
13271,Eric Decker,[u'WR'],Ten
17141,Kapri Bibbs,[u'RB'],SF
17189,Demetrius Harris,[u'TE'],KC
18110,Geronimo Allison,[u'WR'],GB
11311,Pat Sims,[u'DT'],Cin
12443,Ricky Jean Francois,[u'DT'],GB
14959,Vinny Curry,"[u'DE', u'EDR']",Phi
18123,Edwin Jackson,[u'LB'],Ind
16024,Kerwynn Williams,[u'RB'],Ari
14015,Akeem Ayers,"[u'LB', u'EDR']",Ind
15398,Leonard Johnson,[u'CB'],Buf
15906,Stacy McGee,[u'DT'],Wsh
12638,David Bruton Jr.,[u'S'],Wsh
14045,Aaron Williams,[u'S'],Buf
14152,Sam Acho,"[u'LB', u'EDR']",Chi
14185,Lawrence Guy,[u'DT'],NE
15079,Robert Blanton,[u'S'],Dal
15359,Johnson Bademosi,[u'CB'],Det
18082,Tanner McEvoy,[u'WR'],Sea
14085,Virgil Green,[u'TE'],Den
14978,Mychal Kendricks,[u'LB'],Phi
15090,Jack Crawford,"[u'DE', u'EDR']",Atl
16376,Abry Jones,[u'DT'],Jax
18111,Andrew Adams,[u'S'],NYG
17564,C.J. Uzomah,[u'TE'],Cin
15632,Jonathan Grimes,[u'RB'],Jax
15816,Sylvester Williams,[u'DT'],Ten
16758,Will Clarke,"[u'DE', u'EDR']",Cin
17887,Miles Killebrew,[u'S'],Det
18063,Mike Hull,[u'LB'],Mia
18047,Roger Lewis,[u'WR'],NYG
11658,Mike Tolbert,[u'RB'],Buf
8426,DeMarcus Ware,[u'LB'],Den
15213,Robert Golden,[u'S'],Pit
15976,Alex Okafor,"[u'DE', u'EDR']",NO
17395,Josh Mauro,"[u'DE', u'EDR']",Ari
17625,Jordan Phillips,[u'DT'],Mia
17789,Akeem Hunt,[u'RB'],Hou
17867,Kyler Fackrell,"[u'LB', u'EDR']",GB
14255,DuJuan Harris,[u'RB'],SF
9712,Elvis Dumervil,"[u'LB', u'DE', u'EDR']",SF
13478,Alterraun Verner,[u'CB'],Mia
14970,Courtney Upshaw,"[u'DE', u'EDR']",Atl
17309,Shamar Stephen,[u'DT'],Min
17457,Kevin Johnson,[u'CB'],Hou
17509,Darryl Roberts,[u'CB'],NYJ
14310,Cedric Thornton,[u'DT'],Dal
17704,Cameron Artis-Payne,[u'RB'],Car
17712,Martrell Spaight,[u'LB'],Wsh
17871,Brandon Williams,[u'CB'],Ari
17924,LeShaun Sims,[u'CB'],Ten
17814,Paxton Lynch,[u'QB'],Den
17870,Jacoby Brissett,[u'QB'],NE
14017,Shane Vereen,[u'RB'],NYG
12455,Rey Maualuga,[u'LB'],Cin
14877,Nick Foles,[u'QB'],Phi
17860,Adolphus Washington,[u'DT'],Buf
17975,Will Parks,[u'S'],Den
18108,Ken Crawley,[u'CB'],NO
17893,Pharoh Cooper,[u'WR'],LAR
17994,Charone Peake,[u'WR'],NYJ
10529,Brandon Mebane,[u'DT'],LAC
17597,Lorenzo Mauldin,"[u'LB', u'EDR']",NYJ
17910,Seth DeValve,[u'TE'],Cle
9598,Haloti Ngata,[u'DT'],Det
9629,Roman Harper,[u'S'],NO
14079,Karl Klug,[u'DT'],Ten
15914,Cornelius Washington,"[u'DE', u'EDR']",Det
17381,Terrance Mitchell,[u'CB'],KC
17876,Joe Schobert,[u'LB'],Cle
17208,Orleans Darkwa,[u'RB'],NYG
11386,Letroy Guion,[u'DT'],GB
14998,Coty Sensabaugh,[u'CB'],Pit
15798,Datone Jones,"[u'DE', u'EDR']",Min
16744,Ra'Shede Hageman,[u'DT'],Atl
17607,Darren Waller,[u'TE'],Bal
17646,Christian Covington,[u'DE'],Hou
17656,Eddie Goldman,[u'DT'],Chi
16121,Luke Willson,[u'TE'],Sea
15893,Andre Ellington,[u'RB'],Ari
11239,Glenn Dorsey,[u'DE'],SF
17299,Zach Kerr,[u'DT'],Den
17823,Myles Jack,[u'LB'],Jax
17933,Alex Collins,[u'RB'],Sea
16945,De'Anthony Thomas,[u'WR'],KC
16172,Jaron Brown,[u'WR'],Ari
15612,Eddie Pleasant,[u'S'],Hou
16473,Jeff Heath,[u'S'],Dal
17342,Fitzgerald Toussaint,[u'RB'],Pit
17914,Ronald Blair III,"[u'DE', u'EDR']",SF
17974,Kevon Seymour,[u'CB'],Buf
15923,Mychal Rivera,[u'TE'],Jax
18093,Kenneth Farrow,[u'RB'],LAC
17645,Ben Koyack,[u'TE'],Jax
15885,Charles D. Johnson,[u'WR'],Car
16431,Wes Horton,"[u'DE', u'EDR']",Car
16449,LaRoy Reynolds,[u'LB'],Atl
17294,Beau Allen,[u'DT'],Phi
17663,Arik Armstead,"[u'DE', u'EDR']",SF
17894,Juston Burris,[u'CB'],NYJ
16793,Cody Latimer,[u'WR'],Den
15005,Jaye Howard,[u'DT'],Chi
16419,Brynden Trawick,[u'S'],Ten
17317,Robert Chevis Nelson Jr.,[u'CB'],Hou
17379,Steven Terrell,[u'S'],KC
18010,Mike Purcell,[u'DT'],LAR
18113,LaDarius Gunter,[u'CB'],GB
15369,Lance Dunbar,[u'RB'],LAR
16143,Josh Hill,[u'TE'],NO
17615,JaCorey Shepherd,[u'CB'],Pit
18006,Josh Ferguson,[u'RB'],Ind
13243,Sean Weatherspoon,[u'LB'],Atl
16712,Marcus Smith II,"[u'DE', u'EDR']",Sea
17223,Demontre Hurst,[u'CB'],Ten
17385,Aaron Colvin,[u'CB'],Jax
17831,Jihad Ward,[u'DT'],Oak
17892,Hassan Ridgeway,[u'DT'],Ind
13203,C.J. Spiller,[u'RB'],KC
13272,Ed Dickson,[u'TE'],Car
18101,Xavier Grimble,[u'TE'],Pit
14072,Chris Prosinski,[u'S'],Chi
15460,Tyrunn Walker,[u'DT'],Det
15955,Chris Dwightstone Jones,[u'DT'],SF
15985,Jelani Jenkins,[u'LB'],Oak
17213,Nat Berhe,[u'S'],NYG
17555,Deon Simon,[u'DT'],NYJ
17706,Za'Darius Smith,"[u'LB', u'EDR']",Bal
13218,Arrelious Benn,[u'WR'],Jax
15951,Denard Robinson,[u'RB'],Jax
9588,Reggie Bush,[u'RB'],Buf
8560,Trent Cole,[u'LB'],Ind
11327,Philip Wheeler,[u'LB'],Ari
11809,Wallace Gilberry,"[u'DE', u'EDR']",Cin
13860,Mitch Unrein,[u'DT'],Chi
14953,Kendall Reyes,[u'DE'],KC
16023,Marquess Wilson,[u'WR'],NYJ
17932,Antwione Williams,[u'LB'],Det
9614,Marcedes Lewis,[u'TE'],Jax
13265,Donald Butler,[u'LB'],Mia
13394,Arthur Jones,[u'DE'],Ind
16243,Paul Worrilow,[u'LB'],Det
16756,Khyri Thornton,[u'DT'],Det
17231,Keith McGill,[u'S'],Oak
17570,Rakeem Nunez-Roches,[u'DT'],KC
17807,Shaq Lawson,"[u'DE', u'EDR']",Buf
14895,Ronnie Hillman,[u'RB'],Dal
13482,Dekoda Watson,[u'LB'],SF
13608,Kyle Love,[u'DT'],Car
15844,Margus Hunt,[u'DE'],Ind
15849,Corey Lemonier,"[u'LB', u'EDR']",NYJ
17386,Max Bullough,[u'LB'],Hou
17815,Kenny Clark,[u'DT'],GB
17879,Joshua Perry,[u'LB'],LAC
14500,Jeremy Ross,[u'WR'],Ari
17580,Ameer Abdullah,[u'RB'],Det
17561,Quan Bray,[u'WR'],Ind
17286,Brent Urban,[u'DE'],Bal
17817,Vernon Butler,[u'DT'],Car
18073,Justin March-Lillard,[u'LB'],KC
16795,Austin Seferian-Jenkins,[u'TE'],NYJ
17187,Darren Fells,[u'TE'],Det
11788,Danny Woodhead,[u'RB'],Bal
17928,Trevor Davis,[u'WR'],GB
11318,Harry Douglas,[u'WR'],Ten
15778,Josh McNary,[u'LB'],Jax
17232,Kenneth Acker,[u'CB'],KC
17303,Daniel McCullers,[u'DT'],Pit
17769,Delvin Breaux,[u'CB'],NO
17898,Deon Bush,[u'S'],Chi
3539,Dwight Freeney,[u'LB'],Atl
4461,Andre Johnson,[u'WR'],Ten
12738,Greg Toler,[u'CB'],Wsh
16231,Damion Square,[u'DT'],LAC
17249,Jayrone Elliott,"[u'LB', u'EDR']",GB
17855,Jonathan Bullard,[u'DT'],Chi
17958,Cody Core,[u'WR'],Cin
9639,Anthony Fasano,[u'TE'],Mia
17370,Freddie Martino,[u'WR'],TB
12682,DeAndre Levy,[u'LB'],Det
12932,Dan Skuta,"[u'LB', u'EDR']",Chi
16942,Ka'Deem Carey,[u'RB'],Chi
17312,Dontae Johnson,[u'CB'],SF
17440,Rodney Gunter,[u'DT'],Ari
17930,D.J. Reader,[u'DT'],Hou
17955,Blake Countess,[u'CB'],LAR
16323,MarQueis Gray,[u'TE'],Mia
16286,Cody Davis,[u'S'],LAR
17964,Michael Thomas,[u'WR'],LAR
13207,Dexter McCluster,[u'RB'],LAC
17703,Kevin White,[u'WR'],Chi
8473,Jonathan Babineaux,[u'DT'],Atl
14944,Michael Brockers,[u'DT'],LAR
16037,Armonty Bryant,"[u'DE', u'EDR']",Det
16726,Jason Verrett,[u'CB'],LAC
17866,Nick Vigil,[u'LB'],Cin
17787,Nick Marshall,[u'CB'],NYJ
18041,George Atkinson III,[u'RB'],Oak
9605,Antonio Cromartie,[u'CB'],Ind
13244,Jared Odrick,[u'DE'],Jax
13470,Cam Thomas,[u'DT'],KC
15125,Nate Ebner,[u'S'],NE
17194,Isaiah Burse,[u'WR'],LAC
17536,Tyeler Davison,[u'DT'],NO
17792,John Timu,[u'LB'],Chi
17874,Vincent Valentine,[u'DT'],NE
16561,Charles James II,[u'CB'],Jax
17340,Walter Powell,[u'WR'],Buf
9587,Mario Williams,[u'DE'],Mia
13292,Corey Peters,[u'DT'],Ari
15373,Julian Stanford,[u'LB'],NYJ
16761,Jerry Attaochu,"[u'DE', u'EDR']",LAC
17259,Aaron Lynch,"[u'DE', u'EDR']",SF
17790,Daniel Brown,[u'TE'],Chi
17945,Jerell Adams,[u'TE'],NYG
17864,Braxton Miller,[u'WR'],Hou
17228,Bene Benwikere,[u'CB'],Cin
17310,Justin Ellis,[u'DT'],Oak
17939,D.J. White,[u'CB'],KC
17999,Tyler Matakevich,[u'LB'],Pit
17970,Aaron Burbridge,[u'WR'],SF
18027,Stephen Anderson,[u'TE'],Hou
16943,Tom Savage,[u'QB'],Hou
9649,Darryl Tapp,"[u'DE', u'EDR']",NO
13235,Dan Williams,[u'DT'],Oak
17193,James Wright,[u'WR'],Cle
17311,Caraun Reid,[u'DT'],LAC
17673,David Mayo,[u'LB'],Car
17699,D.J. Alexander,[u'LB'],Sea
18066,T.Y. McGill,[u'DT'],Ind
8475,Vincent Jackson,[u'WR'],TB
17744,Terron Ward,[u'RB'],Atl
18091,Johnny Holton,[u'WR'],Oak
14184,Cecil Shorts III,[u'WR'],TB
16000,Tourek Williams,[u'DE'],LAC
17927,Kevin Hogan,[u'QB'],Cle
17844,Cyrus Jones,[u'CB'],NE
8627,Derek Anderson,[u'QB'],Car
5009,Cullen Jenkins,[u'DT'],Wsh
5546,Vince Wilfork,[u'DT'],Hou
11636,Erin Henderson,[u'LB'],NYJ
13287,Koa Misi,[u'LB'],Mia
15956,Jonathan Meeks,[u'S'],Buf
15958,Akeem Spence,[u'DT'],Det
16802,DeMarcus Lawrence,"[u'DE', u'EDR']",Dal
17886,Tyler Higbee,[u'TE'],LAR
17909,Dean Lowry,[u'DT'],GB
17977,Aaron Wallace,"[u'LB', u'EDR']",Ten
17717,Mario Alford,[u'WR'],Cle
17650,Tyler Kroft,[u'TE'],Cin
14135,Anthony Sherman,[u'RB'],KC
13493,Al Woods,[u'DT'],Ind
15535,Neiko Thorpe,[u'CB'],Sea
16764,Kareem Martin,"[u'DE', u'EDR']",Ari
18116,Corey Moore,[u'S'],Hou
17937,Andy Janovich,[u'RB'],Den
8644,Matt Cassel,[u'QB'],Ten
15832,Knile Davis,[u'RB'],Pit
10605,Brent Celek,[u'TE'],Phi
11258,Chris Johnson,[u'RB'],Ari
12454,James Laurinaitis,[u'LB'],NO
13419,Sherrick McManis,[u'CB'],Chi
14157,Davon House,[u'CB'],GB
15008,Ron Brooks,[u'CB'],Phi
15903,Michael Mauti,[u'LB'],NO
16776,Jay Bromley,[u'DT'],NYG
17156,Brock Coyle,[u'LB'],SF
17636,Xavier Cooper,[u'DT'],Cle
17901,Deiondre' Hall,"[u'CB', u'S']",Chi
17960,Anthony Zettel,"[u'DE', u'EDR']",Det
18115,Briean Boddy-Calhoun,[u'CB'],Cle
17604,Nick O'Leary,[u'TE'],Buf
12644,Don Juan Carey,"[u'CB', u'S']",Det
12988,Ramon Humber,[u'LB'],Buf
13411,Ricardo Mathews,[u'DT'],Pit
13491,C.J. Wilson,[u'DT'],Chi
16090,Lerentee McCray,"[u'LB', u'EDR']",Jax
16457,Terence Garvin,[u'LB'],Sea
16768,Terrence Brooks,[u'S'],Phi
17246,Kasim Edebali,"[u'LB', u'EDR']",Den
12705,Brandon Myers,[u'TE'],TB
14106,Greg Salas,[u'WR'],Buf
18124,Mack Brown,[u'RB'],Wsh
5533,DeAngelo Hall,[u'S'],Wsh
9677,Frostee Rucker,[u'DT'],Ari
10749,James Ihedigbo,[u'S'],Buf
15021,Billy Winn,[u'DT'],Den
16463,Ray-Ray Armstrong,[u'LB'],SF
17540,Henry Anderson,[u'DE'],Ind
17773,Thurston Armbrister,[u'LB'],Det
17896,David Onyemata,[u'DT'],NO
17601,Rashad Greene Sr.,[u'WR'],Jax
15707,Larry Donnell,[u'TE'],Bal
17583,Jeff Heuerman,[u'TE'],Den
13288,Earl Mitchell,[u'DT'],SF
14026,Bruce Carter,[u'LB'],NYJ
14292,Mike Morgan,[u'LB'],Sea
15829,Tank Carradine,"[u'DE', u'EDR']",SF
15867,Manti Te'o,[u'LB'],NO
17588,Stephone Anthony,[u'LB'],NO
17614,Ben Heeney,[u'LB'],Oak
17711,A.J. Derby,[u'TE'],Den
17830,Austin Johnson,[u'DT'],Ten
14167,Taiwan Jones,[u'RB'],Buf
10001,Tom Johnson,[u'DT'],Min
16268,Josh Martin,"[u'LB', u'EDR']",NYJ
17148,Michael Campanaro,[u'WR'],Bal
17224,Walt Aikens,"[u'S', u'CB']",Mia
17236,Demetri Goodson,[u'CB'],GB
17248,Christian Jones,"[u'LB', u'EDR']",Chi
17700,Mike Davis,[u'RB'],Sea
12497,Arian Foster,[u'RB'],Mia
17763,Chris Harper,[u'WR'],NYJ
17957,Derek Watt,[u'RB'],LAC
12550,John Phillips,[u'TE'],NO
18112,Paul Turner,[u'WR'],Phi
15873,Markus Wheaton,[u'WR'],Chi
16775,Crockett Gillmore,[u'TE'],Bal
17709,Jaelen Strong,[u'WR'],Hou
11300,Kendall Langford,[u'DE'],Ind
14019,Jarvis Jenkins,[u'DT'],KC
14189,Jordan Cameron,[u'TE'],Mia
15038,Kyle Wilber,[u'LB'],Dal
15775,Ifeanyi Momah,[u'TE'],Ari
16025,David Bass,"[u'LB', u'DE', u'EDR']",Sea
16738,Will Sutton,[u'DT'],Min
17490,Blake Bell,[u'TE'],SF
17693,Darius Philon,[u'DT'],LAC
14820,Chase Reynolds,[u'RB'],LAR
17923,Jonathan Williams,[u'RB'],Buf
13484,Joe Webb,[u'QB'],Car
15836,Gavin Escobar,[u'TE'],KC
14918,Jarius Wright,[u'WR'],Min
18095,Joshua Perkins,[u'TE'],Atl
18015,Justin Coleman,[u'CB'],NE
14332,Patrick DiMarco,[u'RB'],Buf
15383,Dominique Jones,[u'TE'],Mia
14441,Sealver Siliga,[u'DT'],TB
17293,Kerry Wynn,[u'DE'],NYG
17376,Adarius Glanton,[u'LB'],TB
17483,Neal Sterling,[u'TE'],Jax
17847,Adam Gotsis,[u'DE'],Den
18017,Peyton Thompson,"[u'CB', u'S']",Jax
11238,Darren McFadden,[u'RB'],Dal
15003,Rhett Ellison,[u'TE'],NYG
18080,Alan Cross,[u'TE'],TB
13465,Darrell Stuckey,[u'S'],LAC
13922,Teddy Williams,[u'CB'],Car
13979,J.J. Watt,[u'DE'],Hou
15936,Steven Means,"[u'RB', u'EDR']",Phi
18103,De'Vante Harris,[u'CB'],NO
18107,DaVonte Lambert,"[u'DE', u'EDR']",TB
11307,Jamaal Charles,[u'RB'],Den
17486,Marcus Murphy,[u'RB'],NYJ
12506,David Johnson,[u'TE'],Pit
14049,Stephen Paea,[u'DT'],Dal
14387,Jonathan Freeny,[u'LB'],NE
14948,Josh Robinson,"[u'CB', u'S']",TB
17282,Terrence Fede,"[u'DE', u'EDR']",Mia
17880,Sheldon Day,[u'DT'],Jax
12435,Tyson Jackson,[u'DE'],Atl
13845,Anthony Levine Sr.,"[u'S', u'LB']",Bal
14141,Andrew Gachkar,[u'LB'],Jax
15943,Don Jones,"[u'CB', u'S']",SF
16080,Josh Johnson,[u'CB'],Jax
17290,Tenny Palepoi,[u'DT'],LAC
17963,Harlan Miller,[u'S'],Ari
13158,Antone Smith,[u'RB'],TB
17990,Daniel Lasco,[u'RB'],NO
11717,Marcel Reece,[u'RB'],Sea
15257,Phillip Supernaw,[u'TE'],Ten
4260,Shaun Hill,[u'QB'],Min
17983,Demarcus Ayers,[u'WR'],Pit
12698,Roy Miller,[u'DT'],KC
14006,Akeem Dent,[u'LB'],Hou
14122,Shiloh Keo,[u'S'],NO
15805,Barkevious Mingo,"[u'LB', u'EDR']",Ind
16299,Daren Bates,[u'LB'],Ten
17774,Ryan Delaire,"[u'DE', u'EDR']",Car
17885,B.J. Goodson,[u'LB'],NYG
17951,Josh Forrest,"[u'LB', u'EDR']",LAR
14353,Scott Tolzien,[u'QB'],Ind
18084,Bryce Treggs,[u'WR'],Phi
13697,Chris Maragos,[u'S'],Phi
15023,Audie Cole,[u'LB'],Jax
15068,Najee Goode,[u'LB'],Phi
15846,John Jenkins,[u'DT'],Chi
15930,Nate Palmer,[u'LB'],Ten
16568,Stefan Charles,[u'DT'],Jax
17276,Kevin Pierre-Louis,[u'LB'],KC
17858,Shilique Calhoun,"[u'LB', u'EDR']",Oak
17884,Ryan Smith,[u'CB'],TB
9667,Charlie Whitehurst,[u'QB'],Cle
10487,Drew Stanton,[u'QB'],Ari
17192,TJ Jones,[u'WR'],Det
18029,Terrell Watson,[u'RB'],Pit
18035,Byron Marshall,[u'RB'],Phi
16313,Brandon Williams,[u'TE'],Ind
17140,Juwan Thompson,[u'RB'],Den
13404,Kendrick Lewis,[u'S'],Bal
15515,Sean McGrath,[u'TE'],LAC
15640,Emmanuel Lamur,[u'LB'],Min
15837,Mike Glennon,[u'QB'],Chi
15872,Kayvon Webster,[u'CB'],LAR
17301,Anthony Johnson,[u'DT'],NYJ
17684,P.J. Williams,[u'CB'],NO
17820,Kevin Dodd,"[u'LB', u'EDR']",Ten
17882,Eric Murray,[u'S'],KC
17926,Kentrell Brothers,[u'LB'],Min
15478,Brandon Bolden,[u'RB'],NE
17865,Leonte Carroo,[u'WR'],Mia
16889,Andre Williams,[u'RB'],LAC
17179,Ryan Grant,[u'WR'],Wsh
14967,Jerel Worthy,[u'DT'],Buf
15278,Derrick Shelby,"[u'DE', u'DT', u'EDR']",Atl
15733,Steven Johnson,[u'LB'],Pit
17344,Marcus Burley,[u'CB'],Cle
17365,Dewey McDonald,[u'S'],Sea
17528,L.T. Walton,"[u'DT', u'DE']",Pit
17742,Malcolm Brown,[u'RB'],LAR
17998,Clayton Fejedelem,[u'S'],Cin
17237,Chris Davis,[u'CB'],SF
17771,Bradley Marquez,[u'WR'],LAR
18126,Matt Lengel,[u'TE'],NE
14231,Corbin Bryant,"[u'DE', u'DT']",NYG
17180,Patrick Murray,[u'K'],NO
17287,Chris Smith,"[u'DE', u'EDR']",Cin
17459,Ryan Russell,"[u'DE', u'EDR']",TB
17566,Angelo Blackson,[u'DT'],Ten
17829,Kamalei Correa,[u'LB'],Bal
17942,Tyrone Holmes,"[u'DE', u'EDR']",Cle
18069,Deji Olatoye,[u'CB'],Atl
15864,Geno Smith,[u'QB'],NYG
11369,Jerome Felton,[u'RB'],Buf
17441,James O'Shaughnessy,[u'TE'],NE
18008,Trevone Boykin,[u'QB'],Sea
17934,Rashard Higgins,[u'WR'],Cle
18024,Ben Braunecker,[u'TE'],Chi
15081,Asa Jackson,[u'CB'],SF
17296,Mike Pennel,[u'DT'],NYJ
17374,Keith Smith,[u'LB'],Dal
17477,Bryce Hager,"[u'LB', u'EDR']",LAR
